contig length Sample90 Sample91 Sample92 Sample93 Sample94 Sample95 Sample96 Sample97 Sample98 Sample99 Sample9
k127_21226084_26 3300 0 0 0 0 1.02993509795318e-07 7.67356442093537e-08 1.11397948450822e-07 0 0 0 0
k127_24191717_7 783 0 0 0 6.77374007926495e-08 1.37324679727091e-07 3.06942576837415e-07 5.56989742254111e-07 2.62176182919274e-07 2.25518167455408e-07 5.14233521052566e-08 0
k127_7405689_3 726 0 0 0 1.35474801585299e-07 3.77642869249499e-07 1.15103466314031e-07 3.71326494836074e-08 5.76787602422403e-07 2.25518167455408e-07 1.5427005631577e-07 0
k127_14329315_2 1335 0 0 0 9.48323611097093e-07 1.02993509795318e-06 7.67356442093537e-07 1.07684683502461e-06 5.24352365838548e-07 1.17770598560046e-06 2.05693408421026e-07 0
k127_11346374_1 2463 0 0 0 4.74161805548547e-07 3.43311699317726e-08 0 0 5.24352365838548e-08 0 0 3.47941022465752e-08
k127_6441353_1 1212 0 0 0 1.69343501981624e-07 1.81955200638395e-06 6.90620797884183e-07 5.94122391737718e-07 3.14611419503129e-07 9.27130243983344e-07 3.0854011263154e-07 0
k127_34119035_1 3309 7.31003075841642e-08 6.11516201525531e-08 3.63999145038808e-08 5.41899206341196e-07 0 0 0 0 0 0 0
k127_13342807_3 171 2.52196061165367e-06 1.62051793404266e-06 3.38519204886092e-06 2.03212202377949e-07 2.74649359454181e-06 8.44092086302891e-07 5.19857092770503e-07 3.93264274378911e-06 5.18691785147439e-06 3.67162734031532e-05 7.96784941446571e-06
k127_495162_2 1998 0 0 0 2.37080902774273e-07 6.86623398635453e-08 0 0 8.38963785341677e-07 0 0 0
k127_5408507_3 2148 0 3.05758100762766e-08 7.27998290077616e-08 0 6.86623398635453e-08 0 0 0 3.50806038263968e-07 2.05693408421026e-07 0
k127_35107172_2 750 0 0 0 1.35474801585299e-07 9.26941588157861e-07 1.53471288418707e-06 1.55957127831151e-06 5.76787602422403e-07 5.0115148323424e-08 1.74839397157872e-06 0
k127_35107172_4 1770 0 0 0 3.72555704359572e-07 4.49051702707586e-05 7.09804708936522e-05 3.71326494836074e-05 1.18503634679512e-05 6.264393540428e-07 5.13719287531514e-05 0
k127_20244155_1 786 0 0 0 1.38861671624932e-06 2.40318189522408e-07 9.59195552616921e-07 3.71326494836074e-08 1.57305709751564e-07 6.264393540428e-07 7.19926929473592e-07 0
k127_25207054_1 522 7.31003075841642e-08 6.11516201525531e-08 0 0 0 0 0 0 0 2.05693408421026e-07 0
k127_7408268_1 369 0 0 0 1.3344267956152e-05 6.76324047655921e-06 3.05407863953228e-05 2.95947216384351e-05 1.77231099653429e-05 2.27272197646728e-05 7.40496270315695e-06 0
k127_33131011_3 567 0 0 1.09199743511642e-07 2.03212202377949e-07 7.89616908430771e-07 2.30206932628061e-07 4.82724443286896e-07 2.09740946335419e-07 2.25518167455408e-07 3.59963464736796e-07 1.39176408986301e-07
k127_11348029_1 2256 0 0 0 1.21927321426769e-06 0 0 0 0 0 0 0
k127_15325112_1 618 0 0 0 0 0 0 0 0 0 0 0
k127_22251496_5 315 0 0 0 2.37080902774273e-07 3.08980529385954e-07 4.60413865256122e-07 2.22795896901644e-07 3.14611419503129e-07 3.25748464102256e-07 1.02846704210513e-07 0
k127_7408670_5 825 0 0 0 4.40293105152222e-07 5.1496754897659e-07 2.68574754732738e-07 2.97061195868859e-07 0 4.76093909072528e-07 1.02846704210513e-07 0
k127_31133824_1 939 3.65501537920821e-08 3.66909720915319e-07 1.45599658015523e-07 9.14454910700768e-07 1.54490264692977e-06 5.37149509465476e-07 7.42652989672148e-08 2.62176182919274e-07 5.26209057395952e-07 5.14233521052566e-08 3.47941022465752e-08
k127_31133839_1 654 0 0 0 7.75593239075837e-06 6.41992877724148e-06 4.48903518624719e-06 2.98175175353367e-05 9.752954004597e-06 6.43979655955999e-06 9.15335667473568e-06 0
k127_28170037_1 321 2.37575999648534e-06 1.68166955419521e-06 3.74919119389972e-06 2.03212202377949e-07 1.1329286077485e-06 4.22046043151445e-07 2.22795896901644e-07 3.19854943161514e-06 2.58093013865634e-06 2.7460070024207e-05 7.16758506279448e-06
k127_5410605_10 2658 0 0 0 3.38687003963248e-08 3.08980529385954e-07 0 0 1.25844567801252e-06 1.75403019131984e-07 0 0
k127_33132651_8 231 1.46200615168328e-07 5.80940391449255e-07 1.81999572519404e-07 1.35813488589262e-05 1.28055263845512e-05 6.82947233463248e-06 9.46882561831988e-06 1.61500528678273e-05 7.96830858342442e-06 2.82828436578911e-06 4.52323329205477e-07
k127_4443323_2 360 0 0 0 6.09636607133846e-07 4.80636379044817e-07 3.41473616731624e-06 6.68387690704933e-07 1.0487047316771e-07 1.65379989467299e-06 1.74839397157872e-06 0
k127_22253325_1 441 0 6.11516201525531e-08 0 1.69343501981624e-07 3.77642869249499e-07 1.53471288418707e-07 9.28316237090185e-07 1.57305709751564e-07 3.00690889940544e-07 3.59963464736796e-07 1.04382306739725e-07
k127_14333239_2 1338 0 0 0 9.48323611097093e-07 0 0 0 0 0 0 0
k127_10401710_5 1185 0 0 0 0 0 0 0 1.0487047316771e-07 2.5057574161712e-08 0 0
k127_498379_1 432 0 0 0 3.04818303566923e-07 0 1.15103466314031e-07 0 0 5.0115148323424e-08 1.02846704210513e-07 0
k127_14333402_1 438 8.22378460321847e-06 4.12773436029734e-06 1.05195752916216e-05 8.80586210304444e-07 4.36005858133512e-06 1.57308070629175e-06 1.29964273192626e-06 9.49077782167772e-06 7.99336615758613e-06 7.96033490589372e-05 1.46483170458081e-05
k127_26195459_1 2097 4.75151999297067e-07 3.36333910839042e-07 4.00399059542689e-07 9.82192311493418e-07 0 0 0 0 0 0 1.73970511232876e-07
k127_9386695_3 441 0 9.17274302288297e-08 0 9.14454910700768e-07 1.95687668611104e-06 7.67356442093537e-08 8.91183587606577e-07 7.34093312173968e-07 1.12759083727704e-06 2.05693408421026e-07 0
k127_24197209_2 600 0 0 0 1.01606101188974e-07 0 3.83678221046769e-08 3.71326494836074e-08 2.62176182919274e-07 1.50345444970272e-07 0 0
k127_29184375_1 438 1.09650461376246e-07 9.17274302288297e-08 0 0 1.02993509795318e-07 0 0 1.0487047316771e-07 0 0 1.39176408986301e-07
k127_499606_1 1107 0 0 0 5.08030505944871e-07 3.15846763372308e-06 1.15103466314031e-07 0 1.57305709751564e-06 6.01381779881088e-07 3.0854011263154e-07 0
k127_14334691_2 1275 0 0 0 0 0 0 0 0 2.5057574161712e-08 0 0
k127_6447106_1 726 0 0 0 2.03212202377949e-07 1.15696042670074e-05 1.76108303460467e-05 1.32192232161642e-05 2.77906753894431e-06 1.00230296646848e-07 1.50670421668402e-05 0
k127_6447106_2 852 0 0 0 2.03212202377949e-07 9.85304577041875e-06 1.85316580765589e-05 1.04342745048937e-05 3.19854943161514e-06 1.2528787080856e-07 1.41928451810508e-05 0
k127_27203791_2 489 0 1.83454860457659e-07 1.09199743511642e-07 3.38687003963248e-08 2.05987019590636e-07 4.22046043151445e-07 3.71326494836074e-08 5.24352365838548e-07 2.00460593293696e-07 5.14233521052566e-08 1.73970511232876e-07
k127_27203791_3 807 0 3.05758100762766e-08 0 1.01606101188974e-07 3.08980529385954e-07 1.91839110523384e-07 3.71326494836074e-08 2.09740946335419e-07 1.50345444970272e-07 1.02846704210513e-07 0
k127_14335321_1 813 3.65501537920821e-08 0 0 4.06424404755897e-07 7.72451323464884e-06 1.36973124913696e-05 6.49821365963129e-06 2.2022799365219e-06 5.0115148323424e-08 9.15335667473568e-06 3.47941022465752e-08
k127_24198825_2 351 0 6.11516201525531e-08 3.63999145038808e-08 1.69343501981624e-07 3.43311699317726e-08 0 0 8.38963785341677e-07 5.0115148323424e-08 0 1.39176408986301e-07
k127_18316615_26 2163 0 0 0 1.35474801585299e-07 1.81955200638395e-06 1.15103466314031e-07 4.45591793803289e-07 1.10113996826095e-06 3.7586361242568e-07 2.05693408421026e-07 3.47941022465752e-08
k127_31138181_1 522 0 0 0 7.99301329353264e-06 1.37324679727091e-07 7.67356442093537e-08 1.85663247418037e-07 2.09740946335419e-07 2.25518167455408e-07 3.0854011263154e-07 0
k127_30170726_2 600 0 0 0 3.38687003963248e-07 6.79757164649098e-06 9.82216245879728e-06 5.45849947409029e-06 1.25844567801252e-06 2.75633315778832e-07 8.02204292842003e-06 0
k127_17322744_2 1005 3.65501537920821e-08 0 0 0 9.61272758089634e-07 1.15103466314031e-07 0 2.62176182919274e-07 0 0 0
k127_12381722_2 183 3.65501537920821e-08 9.17274302288297e-08 0 2.06599072417581e-06 2.36885072529231e-06 1.18940248524498e-06 2.59928546385252e-07 5.76787602422403e-07 1.20276355976218e-06 4.11386816842053e-07 3.47941022465752e-08
k127_11352320_8 210 0 0 0 9.82192311493418e-07 2.55080592593071e-05 4.27033860025053e-05 2.20567937932628e-05 9.33347211192616e-06 5.51266631557664e-07 4.32984624726261e-05 0
k127_501614_1 747 0 0 3.63999145038808e-08 2.29629788687082e-05 1.32175004237325e-05 2.03733135375834e-05 3.51274864114926e-05 4.66673605596308e-06 1.96952532911056e-05 1.02332470689461e-05 0
k127_28174120_1 2328 0 0 0 0 1.37324679727091e-07 5.37149509465476e-07 2.97061195868859e-07 5.24352365838548e-08 2.5057574161712e-08 4.62810168947309e-07 0
k127_10404580_1 798 4.02051691712903e-07 5.80940391449255e-07 7.27998290077616e-08 0 2.74649359454181e-07 0 3.71326494836074e-08 0 1.2528787080856e-07 0 9.74234862904104e-07
k127_12381959_1 369 0 0 0 0 0 0 0 5.24352365838548e-08 0 5.14233521052566e-08 3.47941022465752e-08
k127_34125798_1 1185 0 0 0 0 0 0 0 0 0 0 0
k127_2472103_2 642 0 0 0 0 0 0 0 0 0 0 0
k127_19243632_2 504 3.65501537920821e-08 0 0 2.70949603170598e-07 0 0 0 0 0 0 0
k127_27205790_7 2421 0 0 0 1.01606101188974e-07 2.19719487563345e-06 2.493908436804e-06 1.63383657727872e-06 6.29222839006258e-07 2.5057574161712e-08 2.57116760526283e-06 6.95882044931503e-08
k127_31139072_2 2103 0 0 0 0 0 0 0 0 0 0 0
k127_12382441_1 2772 0 0 0 5.28351726182666e-06 1.61013186980014e-05 4.6425064746659e-06 2.59928546385252e-07 3.30341990478285e-06 4.98645725818069e-06 2.05693408421026e-07 0
k127_16330098_2 249 0 0 0 4.40293105152222e-07 2.40318189522408e-07 7.67356442093537e-08 3.34193845352466e-07 0 2.5057574161712e-08 0 0
k127_16330098_10 618 0 0 0 1.08379841268239e-06 2.74649359454181e-07 6.90620797884183e-07 7.79785639155755e-07 0 2.5057574161712e-08 0 0
k127_10405764_11 1161 3.65501537920821e-08 0 0 0 6.86623398635453e-08 0 0 0 2.5057574161712e-08 0 0
k127_5415813_3 450 0 0 0 3.72555704359572e-07 3.43311699317726e-08 3.83678221046769e-08 2.07942837108201e-06 0 9.02072669821632e-07 5.14233521052566e-08 0
k127_32164960_2 1524 0 0 0 5.75767906737521e-07 3.43311699317726e-08 7.67356442093537e-08 0 6.29222839006258e-07 5.0115148323424e-08 0 0
k127_503059_1 2358 0 0 0 1.01606101188974e-06 4.48021767609633e-05 6.75657347263359e-05 3.839515956605e-05 1.14833168118642e-05 1.17770598560046e-06 6.22222560473605e-05 0
k127_35114983_10 11919 1.38890584409912e-06 9.7842592244085e-07 3.27599230534927e-07 0 0 0 0 0 0 0 0
k127_23252680_6 2127 0 0 0 1.35474801585299e-07 0 0 0 1.0487047316771e-07 0 0 0
k127_22258370_5 924 0 0 0 3.38687003963248e-08 0 2.30206932628061e-07 7.42652989672148e-08 0 0 0 0
k127_22258418_6 1119 0 0 0 5.08030505944871e-07 0 0 0 0 0 0 0
k127_13351170_1 708 0 0 0 0 0 1.53471288418707e-07 6.31255041221326e-07 0 2.75633315778832e-07 0 0
k127_18319061_1 456 3.50881476403988e-06 3.05758100762766e-06 6.15158555115586e-06 3.72555704359572e-07 2.26585721549699e-06 8.05724264198214e-07 9.65448886573792e-07 4.50943034621151e-06 2.98185132524373e-06 5.20918556826249e-05 1.34653175694246e-05
k127_17325303_1 285 0 3.05758100762766e-08 1.09199743511642e-07 0 0 0 0 1.0487047316771e-07 0 4.62810168947309e-07 1.73970511232876e-07
k127_8417848_3 2730 0 0 0 0 5.93929239819667e-06 0 0 9.96269495093242e-07 0 0 0
k127_9391494_4 627 1.09650461376246e-07 6.11516201525531e-08 1.09199743511642e-07 0 0 0 0 0 0 0 3.47941022465752e-08
k127_3445178_3 1233 0 0 0 0 1.71655849658863e-07 3.83678221046769e-08 7.42652989672148e-08 5.24352365838548e-08 2.00460593293696e-07 1.02846704210513e-07 0
k127_23253923_2 1515 0 0 0 0 1.02993509795318e-07 3.83678221046769e-08 7.42652989672148e-08 4.71917129254693e-07 7.5172722485136e-08 0 0
k127_9392352_1 345 7.31003075841642e-08 0 0 1.01606101188974e-07 6.86623398635453e-08 0 0 0 0 0 0
k127_9392365_1 1248 0 9.17274302288297e-08 0 1.15153581347504e-06 1.02993509795318e-07 0 0 0 0 0 0
k127_23254556_2 723 0 0 0 2.03212202377949e-07 2.74649359454181e-07 7.67356442093537e-08 0 1.0487047316771e-07 5.0115148323424e-08 0 0
k127_17326716_3 666 0 0 0 4.40293105152222e-07 1.09859743781672e-05 1.79177729228841e-05 9.91441741212317e-06 3.250984668199e-06 7.5172722485136e-08 1.55812756878928e-05 0
k127_17326716_5 924 0 0 0 3.72555704359572e-07 1.60326563581378e-05 2.88909700448217e-05 1.58556413295004e-05 5.55813507788861e-06 2.75633315778832e-07 2.41175521373653e-05 0
k127_25216028_2 627 0 0 0 1.01606101188974e-07 6.86623398635453e-08 0 0 0 0 0 0
k127_20253616_3 171 0 9.17274302288297e-08 1.09199743511642e-07 1.01606101188974e-07 3.43311699317726e-08 3.83678221046769e-08 0 1.57305709751564e-06 1.50345444970272e-07 0 0
k127_27209836_5 588 0 0 0 3.65781964280307e-06 9.26941588157861e-07 1.76491981681514e-06 1.18824478347544e-06 8.86155498267146e-06 2.30529682287751e-06 8.74196985789362e-07 0
k127_23254955_1 1041 4.02051691712903e-07 8.8669849221202e-07 5.82398632062093e-07 2.09985942457213e-06 8.58279248294316e-07 2.68574754732738e-07 1.85663247418037e-07 1.10113996826095e-06 1.32805143057074e-06 5.14233521052566e-08 2.43558715726026e-06
k127_32167946_2 1242 7.31003075841642e-08 0 0 2.70949603170598e-07 1.85388317631572e-06 3.83678221046769e-08 0 4.71917129254693e-07 0 0 0
k127_9393451_2 1221 0 0 0 6.4350530753017e-07 2.68469748866462e-05 3.94037533015031e-05 2.1945395844812e-05 7.34093312173968e-06 5.76324205719376e-07 3.15225148405223e-05 0
k127_6453876_2 381 0 0 0 0 0 0 0 0 7.5172722485136e-08 0 0
k127_2476229_2 846 0 0 0 3.38687003963248e-07 6.86623398635453e-08 2.30206932628061e-07 2.97061195868859e-07 2.09740946335419e-07 2.5057574161712e-07 5.14233521052566e-08 0
k127_2476704_2 1119 0 0 0 4.40293105152222e-07 3.77642869249499e-07 5.75517331570153e-07 3.71326494836074e-07 3.14611419503129e-07 7.01612076527936e-07 1.13131374631565e-06 0
k127_27210866_21 1809 0 0 0 6.77374007926495e-08 6.86623398635453e-08 4.22046043151445e-07 2.22795896901644e-07 3.67046656086984e-07 1.00230296646848e-07 1.02846704210513e-07 0
k127_507114_2 114 7.38313106600059e-06 1.9018153867444e-05 1.13567733252108e-05 2.60788993051701e-06 2.05987019590636e-07 1.15103466314031e-07 3.71326494836074e-08 7.34093312173968e-07 8.94555397573119e-06 0 1.25606709110136e-05
k127_7419117_16 1002 0 0 0 3.04818303566923e-07 3.08980529385954e-07 3.45310398942092e-07 0 9.43834258509387e-07 0 5.14233521052566e-08 0
k127_9395136_9 1989 0 0 0 1.69343501981624e-07 0 0 1.11397948450822e-07 0 3.25748464102256e-07 0 0
k127_7419156_1 2001 0 0 0 2.03212202377949e-07 0 0 0 0 0 0 0
k127_28180868_1 1365 0 0 0 0 0 0 0 0 0 0 0
k127_15336884_3 2205 0 0 0 0 0 0 0 0 2.5057574161712e-08 0 0
k127_32169795_20 1050 0 0 0 0 0 0 0 0 0 0 0
k127_33143308_2 492 0 0 0 3.38687003963248e-08 4.80636379044817e-07 2.68574754732738e-07 8.5405093812297e-07 2.62176182919274e-07 0 7.19926929473592e-07 0
k127_4454361_4 414 9.90509167765425e-06 6.26804106563669e-06 1.50695646046067e-05 1.01606101188974e-06 8.61712365287493e-06 2.95432230206012e-06 2.5250201648853e-06 1.80377213848461e-05 2.43559620851841e-05 0.000145939473274718 3.72992776083286e-05
k127_29193632_2 381 0 0 0 8.43330639868487e-06 1.27025328747559e-06 4.56577083045655e-06 4.27025469061485e-06 1.31088091459637e-06 4.25978760749104e-07 2.41689754894706e-06 0
k127_22263430_8 462 7.31003075841642e-08 0 0 0 0 0 0 0 0 5.14233521052566e-08 3.47941022465752e-08
k127_22263938_1 429 1.13305476755455e-06 9.17274302288297e-07 6.55198461069855e-07 0 0 0 0 0 1.00230296646848e-07 0 1.39176408986301e-06
k127_20256560_4 462 0 0 0 8.23009419630692e-06 7.93050025423948e-06 9.59195552616921e-06 8.09491758742641e-06 3.93264274378911e-06 5.0115148323424e-06 1.79981732368398e-06 0
k127_17330202_1 786 0 0 0 0 0 0 3.71326494836074e-08 0 2.5057574161712e-08 5.14233521052566e-08 0
k127_35121257_2 321 4.97082091572317e-06 1.83454860457659e-06 5.24158768855884e-06 9.82192311493418e-07 2.40318189522408e-06 2.6473797252227e-06 2.71068341230334e-06 4.56186558279537e-06 4.88622696153384e-06 5.32231694289406e-05 1.5970492931178e-05
k127_32171272_64 1482 0 0 0 0 0 0 0 0 0 0 0
k127_13357239_3 510 0 0 0 3.38687003963248e-08 0 3.83678221046769e-08 9.28316237090185e-07 5.24352365838548e-08 7.5172722485136e-07 5.14233521052566e-08 0
k127_23258832_3 552 3.39916430266364e-06 2.81297452701744e-06 4.76838880000839e-06 3.72555704359572e-07 2.43751306515586e-06 3.83678221046769e-07 8.16918288639362e-07 4.8764770022985e-06 4.56047849743159e-06 4.3092769064205e-05 1.00207014470136e-05
k127_16337589_1 1629 0 0 0 0 0 0 0 0 0 0 0
k127_509904_2 1353 0 0 0 1.01606101188974e-07 0 2.30206932628061e-07 1.11397948450822e-07 5.24352365838548e-08 5.0115148323424e-08 0 0
k127_35122512_6 7260 0 0 0 0 0 0 7.42652989672148e-08 0 0 0 0
k127_8423944_5 1977 0 0 0 0 0 0 0 5.24352365838548e-08 2.25518167455408e-07 0 0
k127_24208461_1 2145 0 3.05758100762766e-08 7.27998290077616e-08 0 0 0 0 0 0 0 0
k127_5423511_1 267 0 0 0 1.18540451387137e-06 3.03830853896188e-05 4.47368805740532e-05 2.66983749787137e-05 9.49077782167772e-06 5.76324205719376e-07 4.21157253742052e-05 0
k127_17332567_4 1521 0 0 0 7.45111408719145e-07 2.74649359454181e-07 8.05724264198214e-07 2.59928546385252e-07 3.14611419503129e-07 3.25748464102256e-07 6.17080225263079e-07 0
k127_3452137_3 1425 1.46200615168328e-07 1.22303240305106e-07 7.27998290077616e-08 4.06424404755897e-07 1.78522083645218e-06 7.67356442093537e-08 2.97061195868859e-07 1.0487047316771e-07 1.8793180621284e-06 0 0
k127_22266639_3 1977 0 0 0 5.08030505944871e-07 3.5326773859794e-05 5.85876643538416e-05 3.27509968445417e-05 9.43834258509387e-06 4.25978760749104e-07 4.77208707536781e-05 0
k127_28186106_2 561 3.25296368749531e-06 2.04857927511053e-06 5.45998717558212e-06 5.08030505944871e-07 2.74649359454181e-06 9.97563374721598e-07 7.79785639155755e-07 5.4532646047209e-06 6.23933596626629e-06 4.00587912899949e-05 1.11341127189041e-05
k127_22267152_2 495 6.17697599086188e-05 4.14913742735073e-05 7.512942353601e-05 3.6916883431994e-06 2.19376175864027e-05 1.06278867229955e-05 9.43169296883628e-06 8.45780366097578e-05 5.45252813758853e-05 0.00048805903483099 0.000143595259971616
k127_20259713_4 786 0 0 0 4.74161805548547e-07 6.86623398635453e-08 1.15103466314031e-07 3.71326494836074e-08 3.14611419503129e-07 7.5172722485136e-08 0 0
k127_2483106_3 2127 2.19300922752493e-07 0 3.63999145038808e-08 0 6.86623398635453e-08 0 0 2.62176182919274e-07 1.00230296646848e-07 0 6.95882044931503e-08
k127_7424060_2 516 9.13753844802053e-07 1.31475983327989e-06 1.05559752061254e-06 0 1.71655849658863e-07 0 1.11397948450822e-07 0 1.75403019131984e-07 0 3.79255714487669e-06
k127_12394015_2 570 0 0 0 3.38687003963248e-08 6.86623398635453e-07 4.60413865256122e-07 2.59928546385252e-07 5.24352365838548e-08 5.0115148323424e-08 5.65656873157823e-07 0
k127_10416199_2 3186 0 9.17274302288297e-08 1.09199743511642e-07 0 3.43311699317726e-07 0 0 0 0 0 0
k127_32175245_3 501 1.09650461376246e-07 1.52879050381383e-07 1.09199743511642e-07 2.03212202377949e-07 3.43311699317726e-08 0 7.42652989672148e-08 1.0487047316771e-07 0 5.14233521052566e-08 2.08764613479451e-07
k127_20260818_1 231 0 0 0 6.4350530753017e-07 3.35072218534101e-05 4.76528350540087e-05 1.90861818345742e-05 9.752954004597e-06 4.51036334910816e-07 4.73609072889413e-05 0
k127_18329453_2 822 0 0 0 1.45635411704196e-06 3.43311699317726e-08 1.22777030734966e-06 8.91183587606577e-07 1.57305709751564e-07 2.00460593293696e-07 4.11386816842053e-07 0
k127_31152345_1 1542 0 0 0 1.69343501981624e-07 3.77642869249499e-07 9.97563374721598e-07 2.22795896901644e-07 5.24352365838548e-07 7.76784799013072e-07 5.65656873157823e-07 0
k127_26212841_2 951 0 0 0 0 0 0 0 0 1.35310900473245e-06 0 0
k127_6463429_7 483 7.23693045083226e-06 6.35976849586552e-06 8.69957956642751e-06 3.38687003963248e-07 3.36445465331372e-06 1.15103466314031e-06 8.91183587606577e-07 1.12211406289449e-05 8.7701509565992e-06 6.4330613483676e-05 1.27694355244931e-05
k127_30185574_1 1065 0 0 0 2.70949603170598e-07 0 0 0 0 0 0 0
k127_12397256_3 1527 0 6.11516201525531e-08 0 6.77374007926495e-07 8.92610418226089e-07 0 0 5.24352365838548e-08 0 0 0
k127_14351513_2 1095 0 0 0 5.75767906737521e-07 2.67439813768509e-05 4.03629488541201e-05 2.43961507107301e-05 8.49450832658448e-06 3.00690889940544e-07 3.65105799947322e-05 0
k127_23265825_2 549 0 0 0 2.70949603170598e-07 1.37324679727091e-05 2.11023021575723e-05 1.11026621955986e-05 3.77533703403755e-06 1.00230296646848e-07 1.80495965889451e-05 0
k127_13363506_1 1239 0 0 1.09199743511642e-07 0 0 0 0 0 0 0 0
k127_23266299_1 1383 0 0 0 0 0 0 7.42652989672148e-08 0 8.26899947336496e-07 0 0
k127_10420403_2 726 0 0 0 6.77374007926495e-08 3.43311699317726e-07 1.84165546102449e-06 3.71326494836074e-08 7.86528548757822e-07 8.26899947336496e-07 6.68503577368336e-07 0
k127_10420403_3 1821 0 0 0 3.38687003963248e-07 9.95603928021407e-07 2.6473797252227e-06 1.4853059793443e-07 1.46818662434794e-06 1.92943321045182e-06 7.19926929473592e-07 0
k127_13363806_3 564 0 0 7.27998290077616e-08 0 0 0 0 0 0 0 6.95882044931503e-08
k127_16345012_1 561 0 0 0 3.5562135416141e-06 4.00644753103787e-05 5.55949742296768e-05 3.13770888136482e-05 1.08016587362741e-05 9.02072669821632e-07 5.29660526684143e-05 0
k127_33152868_3 705 0 0 0 0 0 0 0 0 2.5057574161712e-08 0 0
k127_33152868_5 714 0 0 3.63999145038808e-08 0 3.43311699317726e-08 0 0 0 0 0 0
k127_33152868_7 1785 0 6.11516201525531e-08 1.09199743511642e-07 0 3.43311699317726e-08 0 0 0 0 0 0
k127_33152868_12 966 0 0 1.09199743511642e-07 0 0 0 0 0 0 0 0
k127_33152868_13 795 0 0 3.63999145038808e-08 0 0 0 0 0 0 0 0
k127_33152868_14 681 0 0 0 0 0 0 0 0 0 0 0
k127_33152868_16 705 0 0 0 0 0 0 0 0 0 0 0
k127_33152868_27 1260 0 0 0 0 0 0 0 0 0 0 0
k127_33152868_32 801 0 0 1.09199743511642e-07 0 0 0 0 0 0 0 0
k127_7428739_12 3153 0 0 0 0 0 0 0 0 0 0 0
k127_32180402_1 1452 0 3.05758100762766e-08 0 0 1.1329286077485e-06 3.45310398942092e-07 2.22795896901644e-07 1.57305709751564e-07 0 1.5427005631577e-07 6.95882044931503e-08
k127_34142469_2 1884 4.38601845504985e-07 3.97485530991595e-07 2.54799401527166e-07 0 0 0 0 0 0 0 2.26161664602739e-06
k127_16346617_1 906 0 6.11516201525531e-08 1.81999572519404e-07 0 0 0 0 0 0 0 0
k127_16346617_2 1191 0 0 7.27998290077616e-08 0 0 0 0 0 0 0 0
k127_16346617_3 1062 0 0 7.27998290077616e-08 0 0 0 0 0 0 0 0
k127_23267989_2 1392 4.38601845504985e-07 6.72667821678084e-07 1.45599658015523e-07 1.01606101188974e-07 6.86623398635453e-08 0 0 1.41575138776408e-06 2.5057574161712e-08 0 1.67011690783561e-06
k127_10422695_2 555 0 0 0 0 6.17961058771907e-07 1.76491981681514e-06 1.33677538140987e-06 2.09740946335419e-07 0 7.71350281578849e-07 0
k127_2489213_10 462 2.4488603040695e-06 1.46763888366127e-06 3.53079170687644e-06 0 7.89616908430771e-07 4.22046043151445e-07 5.94122391737718e-07 3.250984668199e-06 2.88162102859688e-06 1.59926625047348e-05 6.61087942684928e-06
k127_10423192_16 885 1.09650461376246e-07 9.17274302288297e-08 7.27998290077616e-08 1.69343501981624e-07 1.71655849658863e-07 3.83678221046769e-07 1.11397948450822e-07 3.14611419503129e-07 2.00460593293696e-07 1.02846704210513e-07 1.04382306739725e-07
k127_4465935_1 1254 0 0 0 5.65607296618623e-06 0 3.83678221046769e-08 1.26251008244265e-06 2.62176182919274e-07 8.31911462168839e-06 6.68503577368336e-07 0
k127_17340274_2 1182 3.28951384128739e-07 6.11516201525531e-07 7.27998290077616e-07 8.46717509908119e-07 0 0 0 0 1.6788574688347e-06 0 8.00264351671229e-07
k127_18334294_3 1104 8.40653537217889e-07 1.89570022472915e-06 1.16479726412419e-06 1.3039449652585e-05 4.22273390160803e-06 3.87515003257236e-06 7.64932579362312e-06 1.1902798704535e-05 7.96830858342442e-06 1.79981732368398e-06 1.84408741906848e-06
k127_16347483_2 1596 0 0 0 1.15153581347504e-06 0 0 0 0 0 0 0
k127_32182003_5 1596 3.65501537920821e-08 3.66909720915319e-07 3.63999145038808e-08 0 0 0 0 0 0 0 2.08764613479451e-07
k127_5432508_1 684 0 6.11516201525531e-08 7.27998290077616e-08 9.48323611097093e-07 0 1.15103466314031e-07 0 0 0 0 0
k127_25230135_1 2148 0 0 0 2.8788395336876e-06 7.89616908430771e-07 1.30450595155901e-06 5.56989742254111e-07 2.35958564627347e-06 2.12989380374552e-06 2.05693408421026e-07 0
k127_15349059_2 3579 3.65501537920821e-08 1.22303240305106e-07 3.63999145038808e-08 0 0 0 0 0 0 0 1.04382306739725e-07
k127_23269504_2 1692 0 0 0 3.79329444438837e-06 1.06426626788495e-06 1.95675892733852e-06 7.0552034018854e-07 2.83150277552816e-06 2.25518167455408e-06 2.57116760526283e-07 0
k127_24217667_1 324 4.75151999297067e-07 7.9497106198319e-07 5.09598803054331e-07 7.18016448402085e-06 4.66903911072108e-06 2.72411536943206e-06 4.97577503080339e-06 4.56186558279537e-06 3.90898156922707e-06 1.59412391526295e-06 9.39440760657529e-07
k127_23269846_1 1854 8.04103383425806e-07 5.50364581372978e-07 6.18798546565974e-07 0 1.37324679727091e-07 0 0 1.10113996826095e-06 0 0 2.33120485052054e-06
k127_10424746_1 2538 0 0 0 0 6.86623398635453e-08 0 7.42652989672148e-08 0 0 0 0
