contig length Sample490 Sample491 Sample492 Sample493 Sample494 Sample495 Sample496 Sample497 Sample498 Sample499 Sample49 Sample500 Sample501 Sample502 Sample503 Sample504 Sample505 Sample507 Sample508 Sample509 Sample50
k127_24065728_1 1044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_14197654_1 2724 1.8941048918793e-06 1.93733950671665e-06 8.07885163291025e-07 5.15851572631173e-07 1.06773829627584e-06 8.79252050134625e-07 6.5197436507921e-07 1.29418061977961e-06 1.46748978972076e-06 1.07102636638563e-06 5.3697362310387e-07 1.27521782246599e-06 7.79090119439327e-07 2.39850976898038e-06 2.3453885576403e-06 1.75991998699771e-06 2.6089368705584e-07 4.29922219058386e-07 2.12174963618259e-06 6.14359344156041e-07 1.10839728246849e-06
k127_357005_2 1605 6.92965204346084e-08 0 3.82682445769433e-07 0 0 0 0 5.7242604336406e-07 7.4469631120158e-07 1.93997228628341e-06 0 0 4.58288305552545e-08 4.61251878650074e-08 7.95046968691627e-08 4.39979996749428e-08 3.08328902884175e-07 2.14961109529193e-07 5.01200701460454e-08 5.11966120130034e-08 0
k127_30996521_1 3231 0 0 2.12601358760796e-08 0 0 0 0 2.48880888419157e-08 0 0 3.5798241540258e-07 0 0 0 0 0 0 0 1.67066900486818e-08 0 2.4631050721522e-07
k127_6305355_1 600 0 0 0 0 0 0 0 0 6.57084980471982e-08 0 0 0 0 0 1.78885567955616e-07 2.19989998374714e-08 4.74352158283346e-08 0 0 5.11966120130034e-08 0
k127_33985126_6 1149 0 0 0 6.06884203095498e-08 0 0 0 0 0 2.02080446487855e-08 3.5798241540258e-08 0 0 0 3.97523484345813e-08 0 0 3.90838380962169e-08 0 0 0
k127_14198054_2 672 0 3.39884123985378e-08 8.50405435043184e-08 1.51721050773874e-07 1.18637588475094e-07 4.08954441923081e-08 2.96351984126914e-08 2.48880888419157e-08 1.75222661459195e-07 4.0416089297571e-08 2.50587690781806e-07 0 6.87432458328818e-08 2.30625939325037e-08 3.97523484345813e-08 0 2.37176079141673e-08 9.77095952405422e-08 3.34133800973636e-08 0 3.38676947420927e-07
k127_21106614_1 2694 9.23953605794778e-08 7.81733485166369e-07 8.29145299167104e-07 1.213768406191e-07 0 8.17908883846163e-08 2.07446388888839e-07 1.14485208672812e-06 1.20465579753197e-06 2.20267686671762e-06 3.5798241540258e-08 1.35661470475106e-08 9.16576611105091e-08 2.99813721122548e-07 3.97523484345813e-07 2.85986997887128e-07 2.6089368705584e-07 3.90838380962169e-07 6.68267601947272e-08 1.79188142045512e-07 0
k127_12239371_1 327 2.25213691412477e-05 0.000181022284434612 0.000609400534751946 0.000149930742374743 0.000114307316495753 0.000123913195902694 3.94148138888795e-05 5.16925605246588e-05 0.000139981003673215 0.00039916950594746 8.37678852042037e-06 0.000495462822469181 0.000646323997320755 2.2163152769136e-05 0.000401280081272881 0.000407905454986394 0.000625978825678618 0.00120749517798262 0.000853678448107542 2.9796428191568e-05 1.31468233226124e-05
k127_15193941_1 459 1.73241301086521e-06 7.3754854904827e-06 5.01101402599196e-05 2.04823418544731e-05 9.34271009241364e-06 1.73601160596348e-05 2.60789746031684e-06 4.10653465891608e-06 5.30048550914065e-06 2.94027049639829e-05 1.07394724620774e-07 4.67082442845789e-05 5.30239569524295e-05 6.68815224042607e-07 4.39064688459951e-05 3.13925727680717e-05 8.0663584516083e-05 8.94824473212885e-05 9.74334163639122e-05 4.04453234902727e-06 4.9262101443044e-07
k127_15193962_8 4566 0 0 0 0 0 0 0 0 2.19028326823994e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_16186245_2 2697 2.30988401448695e-08 1.35953649594151e-07 0 6.06884203095498e-08 0 4.08954441923081e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_3306859_5 744 0 0 2.12601358760796e-08 6.06884203095498e-08 0 0 0 4.97761776838313e-08 0 2.02080446487855e-08 0 2.71322940950211e-08 9.16576611105091e-08 0 1.78885567955616e-07 2.19989998374714e-08 2.37176079141673e-07 1.56335352384867e-07 2.00480280584181e-07 0 0
k127_7273796_5 318 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_7273796_6 345 2.30988401448695e-08 0 0 0 0 4.08954441923081e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_23112640_1 1752 2.30988401448695e-08 0 0 3.03442101547749e-08 0 0 0 0 0 4.0416089297571e-08 0 0 0 0 0 2.19989998374714e-08 0 0 0 0 0
k127_30028534_1 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_2332041_1 408 0 0 0 0 0 4.08954441923081e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_14199354_7 7293 2.30988401448695e-08 3.39884123985378e-08 1.70081087008637e-07 0 0 4.08954441923081e-08 0 9.95523553676627e-08 2.19028326823994e-08 0 7.1596483080516e-08 0 0 0 3.97523484345813e-08 0 1.89740863313338e-07 3.90838380962169e-08 3.34133800973636e-08 2.55983060065017e-08 0
k127_4312800_9 1704 0 0 0 0 0 0 0 0 0 0 0 2.71322940950211e-08 0 0 0 0 0 0 0 0 0
k127_4312918_4 993 1.15494200724347e-07 2.71907299188302e-07 8.50405435043184e-08 1.82065260928649e-07 1.18637588475094e-07 6.13431662884622e-08 1.18540793650765e-07 0 0 0 0 0 1.14572076388136e-07 0 1.98761742172907e-08 2.19989998374714e-08 1.66023255399171e-07 3.90838380962169e-08 0 5.11966120130034e-08 0
k127_4312918_5 849 9.23953605794778e-08 1.35953649594151e-07 6.37804076282388e-08 3.03442101547749e-08 0 2.45372665153849e-07 0 0 0 0 0 0 4.58288305552545e-08 0 1.98761742172907e-08 1.31993999024828e-07 1.42305647485004e-07 1.95419190481084e-08 0 0 0
k127_3307612_6 4059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_3307715_2 3045 3.23383762028172e-07 1.35953649594151e-07 4.25202717521592e-08 6.06884203095498e-08 1.48296985593867e-07 1.63581776769233e-07 5.92703968253827e-08 1.24440444209578e-07 1.09514163411997e-07 3.23328714380568e-07 0 0 0 1.38375563595022e-07 0 0 9.48704316566692e-08 1.56335352384867e-07 3.34133800973636e-08 0 0
k127_32998494_2 2166 0 0 4.25202717521592e-08 6.06884203095498e-08 0 0 0 0 4.38056653647988e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_359119_2 1389 0 3.39884123985378e-08 4.67722989273751e-07 0 0 0 5.92703968253827e-08 4.47985599154482e-07 4.81862319012787e-07 8.89153964546562e-07 0 0 0 0 0 8.79959993498856e-08 1.89740863313338e-07 1.17251514288651e-07 3.34133800973636e-08 0 3.07888134019025e-08
k127_29044477_2 1773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_26061507_8 2688 2.30988401448695e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19122476_1 582 0 0 0 0 0 0 0 2.48880888419157e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_28034232_2 1932 0 0 8.50405435043184e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_10259624_1 1485 1.61691881014086e-07 1.69942061992689e-07 3.18902038141194e-07 1.51721050773874e-07 2.07615779831414e-07 1.43134054673078e-07 4.74163174603062e-07 6.47090309889807e-07 8.32307641931177e-07 1.61664357190284e-07 3.5798241540258e-08 2.71322940950211e-08 1.60400906943391e-07 4.61251878650074e-08 3.37894961693941e-07 2.19989998374714e-08 3.08328902884175e-07 1.36793433336759e-07 1.67066900486818e-07 2.55983060065017e-08 3.07888134019025e-08
k127_12242004_2 1017 3.46482602173042e-07 3.39884123985378e-07 4.25202717521592e-08 2.42753681238199e-07 2.96593971187735e-08 2.86268109346157e-07 1.18540793650765e-07 7.4664266525747e-08 1.75222661459195e-07 1.41456312541498e-07 2.14789449241548e-07 2.71322940950211e-08 6.87432458328818e-08 2.30625939325037e-07 5.9628522651872e-08 4.83977996424371e-07 2.37176079141673e-08 1.95419190481084e-08 1.67066900486818e-08 3.58376284091024e-07 0
k127_26062289_1 1395 2.30988401448695e-08 0 2.12601358760796e-08 0 0 0 5.92703968253827e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_33988215_2 1455 1.84790721158956e-07 3.39884123985378e-07 1.27560815256478e-07 6.06884203095498e-08 1.48296985593867e-07 8.17908883846163e-08 0 0 0 0 0 0 2.29144152776273e-08 0 9.93808710864533e-08 1.75991998699771e-07 7.11528237425019e-08 0 0 0 0
k127_21109676_22 1233 2.30988401448695e-08 0 0 0 0 0 0 0 0 4.0416089297571e-08 3.5798241540258e-08 0 0 2.30625939325037e-08 1.98761742172907e-08 0 0 0 0 0 0
k127_31000308_1 300 9.47052445939648e-07 1.05364078435467e-06 7.44104755662786e-07 6.67572623405048e-07 5.93187942375469e-07 6.95222551269238e-07 3.55622380952296e-07 5.97314132205976e-07 5.69473649742384e-07 4.24368937624495e-07 5.3697362310387e-07 1.62793764570127e-07 5.95774797218309e-07 4.15126690785066e-07 2.78266439042069e-07 4.61978996586899e-07 3.32046510798342e-07 3.90838380962169e-07 4.51080631314408e-07 5.11966120130034e-07 3.6946576082283e-07
k127_23114959_1 1551 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_28035489_1 849 4.27328542680085e-06 1.74360555604499e-05 0.000103536861716508 4.65480183774247e-05 1.88930359646587e-05 4.33900662880389e-05 4.08965738095141e-06 1.16476255780165e-05 1.06666795163285e-05 4.95097093895245e-05 6.44368347724644e-07 0.000113128100229191 9.92652469826814e-05 1.77581973280278e-06 0.000101328736159748 6.72289435033126e-05 0.000181819182270007 0.000170092863394736 0.000255395170774199 9.16419355032761e-06 1.50865185669322e-06
k127_9258763_3 354 0 0 0 0 0 2.04477220961541e-08 0 0 0 2.02080446487855e-08 0 0 0 0 1.39133219521035e-07 3.29984997562071e-07 0 3.90838380962169e-08 0 0 0
k127_19123698_14 1056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_17185801_2 756 2.30988401448695e-08 0 0 0 0 0 0 4.97761776838313e-08 4.38056653647988e-08 0 0 0 1.37486491665764e-07 0 0 0 0 0 5.01200701460454e-08 5.11966120130034e-08 0
k127_30032542_1 2097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_1347080_3 807 0 0 0 1.213768406191e-07 2.96593971187735e-08 4.08954441923081e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_24070231_6 1056 2.30988401448695e-08 6.79768247970756e-08 2.12601358760796e-07 0 2.96593971187735e-08 0 0 2.23992799577241e-07 1.97125494141595e-07 7.67905696653849e-07 0 2.71322940950211e-08 0 2.30625939325037e-08 0 0 2.84611294970008e-07 2.93128785721627e-07 0 0 0
k127_363203_1 873 1.61691881014086e-07 1.69942061992689e-07 1.06300679380398e-07 6.06884203095498e-08 0 2.04477220961541e-08 1.77811190476148e-07 0 0 0 0 0 0 0 7.95046968691627e-08 1.75991998699771e-07 1.66023255399171e-07 0 6.68267601947272e-08 2.55983060065017e-08 0
k127_15199193_3 1014 1.84790721158956e-07 0 1.06300679380398e-07 0 0 1.63581776769233e-07 1.48175992063457e-07 1.49328533051494e-07 1.31416996094396e-07 1.41456312541498e-07 0 2.71322940950211e-08 6.87432458328818e-08 0 5.9628522651872e-08 4.39979996749428e-08 2.37176079141673e-08 9.77095952405422e-08 6.68267601947272e-08 7.67949180195051e-08 1.53944067009512e-07
k127_20121880_2 1614 0 0 0 0 0 1.63581776769233e-07 1.77811190476148e-07 0 1.09514163411997e-07 0 0 0 0 0 3.97523484345813e-08 0 0 3.90838380962169e-08 0 1.27991530032509e-07 0
k127_19125745_1 1683 8.315582452153e-07 1.35953649594151e-07 6.16543940406308e-07 6.97916833559822e-07 1.77956382712641e-07 7.36117995461546e-07 6.5197436507921e-07 4.97761776838313e-07 5.47570817059985e-07 2.62704580434211e-07 4.29578898483096e-07 1.08529176380084e-07 1.83315322221018e-07 6.45752630110103e-07 1.19257045303744e-07 5.71973995774256e-07 3.08328902884175e-07 2.14961109529193e-07 2.00480280584181e-07 4.09572896104027e-07 2.77099320617122e-07
k127_3312034_5 2649 4.61976802897389e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6311885_1 546 2.35608169477668e-06 8.49710309963445e-06 6.31213434160803e-05 2.36381397105696e-05 1.03214701973332e-05 2.18381671986925e-05 2.51899186507877e-06 4.55452025807057e-06 7.3812546139686e-06 3.01908187052855e-05 2.14789449241548e-07 6.83733811194532e-05 6.45728222523537e-05 1.22231747842269e-06 5.58122972021522e-05 3.8036270718988e-05 0.00011080866417499 0.000113440840074269 0.000113672319091231 5.35004595535886e-06 9.23664402057075e-07
k127_22120447_2 471 0 0 0 3.03442101547749e-08 0 0 0 0 0 0 0 0 0 0 3.97523484345813e-08 0 0 0 0 2.55983060065017e-08 0
k127_10263333_2 453 9.47052445939648e-07 3.87467901343331e-06 3.08484571561915e-05 1.1318390387731e-05 5.13107570154781e-06 1.22277378135001e-05 9.18691150793432e-07 2.5385850618754e-06 3.6796758906431e-06 1.34989738253887e-05 2.50587690781806e-07 3.02253756218535e-05 3.48299112219935e-05 6.68815224042607e-07 3.16031170054922e-05 1.62132628802164e-05 6.10728403789808e-05 6.24950571158508e-05 5.97765369941834e-05 1.63829158441611e-06 3.6946576082283e-07
k127_22121141_1 1161 6.92965204346084e-08 2.03930474391227e-07 9.35445978547502e-07 6.06884203095498e-07 1.77956382712641e-07 5.31640774500006e-07 1.42248952380919e-06 6.71978398731723e-07 1.09514163411997e-07 1.01040223243927e-07 2.14789449241548e-07 0 2.97887398609155e-07 2.99813721122548e-07 1.19257045303744e-07 3.51983997399542e-07 9.01269100738358e-07 6.05799490491361e-07 1.16946830340773e-07 1.02393224026007e-07 6.1577626803805e-08
k127_27064112_3 975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_365429_7 1035 2.30988401448695e-08 2.37918886789765e-07 0 0 0 0 0 0 0 0 0 0 0 0 3.97523484345813e-08 4.39979996749428e-08 0 0 0 0 0
k127_33991892_1 1575 1.61691881014086e-07 6.1179142317368e-07 1.91341222884716e-07 1.213768406191e-07 0 2.65820387250003e-07 0 0 0 0 0 0 0 0 1.59009393738325e-07 1.75991998699771e-07 2.37176079141673e-07 0 0 5.11966120130034e-08 0
k127_12247584_2 504 1.84790721158956e-07 1.01965237195613e-07 4.25202717521592e-07 5.76539992940723e-07 2.96593971187735e-07 3.27163553538465e-07 8.89055952380741e-08 3.23545154944904e-07 2.84736824871192e-07 3.23328714380568e-07 3.5798241540258e-07 6.78307352375528e-08 1.60400906943391e-07 1.38375563595022e-07 1.19257045303744e-07 6.59969995124142e-08 9.48704316566692e-08 9.77095952405422e-08 2.00480280584181e-07 1.02393224026007e-07 0
k127_21113689_12 402 4.61976802897389e-08 6.79768247970756e-08 4.25202717521592e-08 0 2.07615779831414e-07 0 0 0 0 0 0 2.71322940950211e-08 0 0 3.97523484345813e-08 0 7.11528237425019e-08 0 0 0 0
k127_4319533_1 255 4.85075643042259e-07 4.41849361180991e-07 5.3150339690199e-07 4.55163152321623e-07 7.7114432508811e-07 6.95222551269238e-07 7.11244761904593e-07 8.95971198308964e-07 1.18275296484957e-06 3.23328714380568e-07 3.5798241540258e-08 9.49630293325739e-08 3.66630644442036e-07 2.5368853325754e-07 5.9628522651872e-07 2.19989998374714e-07 2.37176079141673e-07 2.5404494762541e-07 2.8401373082759e-07 1.5358983603901e-07 2.15521693813317e-07
k127_9263070_1 5997 0 2.03930474391227e-07 0 1.82065260928649e-07 0 0 5.92703968253827e-08 0 0 0 7.1596483080516e-08 0 4.58288305552545e-08 0 0 0 0 7.81676761924337e-08 3.34133800973636e-08 0 0
k127_5293811_3 642 0 0 0 6.06884203095498e-08 0 2.04477220961541e-08 5.92703968253827e-08 1.49328533051494e-07 4.38056653647988e-08 4.0416089297571e-08 0 1.35661470475106e-07 2.29144152776273e-08 2.30625939325037e-08 1.98761742172907e-08 2.19989998374714e-08 2.37176079141673e-08 1.95419190481084e-08 0 2.04786448052014e-07 0
k127_29051024_2 1419 0 2.71907299188302e-07 5.74023668654149e-07 0 0 4.08954441923081e-08 5.92703968253827e-08 8.71083109467048e-07 4.59959486330387e-07 1.49539530401013e-06 3.5798241540258e-08 0 0 2.30625939325037e-08 1.19257045303744e-07 2.19989998374714e-08 2.84611294970008e-07 4.29922219058386e-07 5.01200701460454e-08 0 6.1577626803805e-08
k127_11226317_2 831 1.15494200724347e-07 1.01965237195613e-07 0 9.10326304643247e-08 3.26253368306508e-07 1.0223861048077e-07 2.96351984126914e-08 0 2.19028326823994e-08 4.0416089297571e-08 3.5798241540258e-08 1.89926058665148e-07 2.74972983331527e-07 0 0 1.31993999024828e-07 2.37176079141673e-08 1.95419190481084e-08 6.68267601947272e-08 0 1.84732880411415e-07
k127_12248448_2 828 0 6.79768247970756e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_11226679_2 678 0 0 8.50405435043184e-08 0 0 0 0 9.95523553676627e-08 1.75222661459195e-07 4.64785026922066e-07 3.5798241540258e-08 0 2.29144152776273e-08 2.30625939325037e-08 0 0 2.37176079141673e-08 5.86257571443253e-08 0 2.55983060065017e-08 0
k127_8282416_8 1308 0 0 1.91341222884716e-07 0 0 1.22686332576924e-07 5.92703968253827e-08 4.97761776838313e-08 8.76113307295976e-08 8.0832178595142e-08 0 2.57756793902701e-07 1.37486491665764e-07 0 4.17399658563104e-07 1.97990998537243e-07 2.84611294970008e-07 3.12670704769735e-07 3.00720420876272e-07 5.11966120130034e-08 0
k127_9263943_3 798 2.30988401448695e-08 0 4.25202717521592e-08 0 0 0 5.92703968253827e-08 0 0 0 0 0 2.29144152776273e-08 0 0 0 0 0 1.67066900486818e-08 0 0
k127_10266523_6 345 0 0 0 0 0 0 0 0 0 0 0 0 0 1.38375563595022e-07 0 0 0 0 0 0 0
k127_21114725_1 17268 4.3887796275252e-07 9.1768713476052e-07 2.1897939952362e-06 5.15851572631173e-07 5.93187942375469e-07 4.70297608211543e-07 3.85257579364988e-07 7.4664266525747e-07 5.69473649742384e-07 6.06241339463565e-07 1.82571031855316e-06 2.4419064685519e-07 1.67275231526679e-06 7.61065599772621e-07 4.77028181214976e-07 3.07985997724599e-07 2.37176079141673e-07 1.95419190481084e-07 4.17667251217045e-07 4.60769508117031e-07 5.84987454636147e-07
k127_2340250_1 972 0 0 0 0 5.93187942375469e-08 0 2.96351984126914e-08 4.97761776838313e-08 4.38056653647988e-08 0 0 0 0 0 7.95046968691627e-08 0 0 0 5.01200701460454e-08 7.67949180195051e-08 0
k127_12249795_8 606 0 0 0 0 0 0 2.96351984126914e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6315812_3 1293 4.61976802897389e-08 1.01965237195613e-07 1.48820951132557e-07 3.03442101547749e-08 8.89781913563204e-08 8.17908883846163e-08 2.96351984126914e-08 0 2.19028326823994e-08 0 0 0 6.87432458328818e-08 0 5.9628522651872e-08 4.39979996749428e-08 0 1.95419190481084e-08 1.50360210438136e-07 2.55983060065017e-08 3.07888134019025e-08
k127_14208851_2 1179 6.92965204346084e-08 0 2.12601358760796e-08 6.06884203095498e-08 1.18637588475094e-07 2.04477220961541e-08 1.18540793650765e-07 9.95523553676627e-08 4.38056653647988e-08 2.02080446487855e-08 0 0 4.58288305552545e-08 6.9187781797511e-08 9.93808710864533e-08 4.39979996749428e-08 0 1.56335352384867e-07 2.00480280584181e-07 0 1.2315525360761e-07
k127_3316346_1 1233 3.46482602173042e-07 4.07860948782454e-07 1.06300679380398e-07 0 0 2.65820387250003e-07 0 2.48880888419157e-08 2.19028326823994e-08 0 0 0 0 0 5.9628522651872e-08 6.59969995124142e-08 5.92940197854183e-07 0 3.34133800973636e-08 0 0
k127_6316487_1 468 1.27043620796782e-06 1.56346697033274e-06 1.36064869606909e-06 1.30480103665532e-06 2.16513598967046e-06 1.7789518223654e-06 1.3632191269838e-06 2.81235403913647e-06 2.05886627214554e-06 7.07281562707492e-07 2.50587690781806e-07 9.49630293325739e-07 9.85319856937973e-07 1.22231747842269e-06 9.14304013995371e-07 1.51793098878553e-06 1.0910099640517e-06 6.2534140953947e-07 1.53701548447872e-06 1.12632546428608e-06 4.61832201028537e-07
k127_5296687_1 1488 0 0 0 0 0 2.04477220961541e-08 0 0 2.19028326823994e-08 0 0 0 0 2.30625939325037e-08 0 2.19989998374714e-08 0 0 0 0 0
k127_6316974_1 237 0 0 4.25202717521592e-08 0 2.96593971187735e-08 2.04477220961541e-08 5.92703968253827e-08 2.48880888419157e-08 2.19028326823994e-08 8.0832178595142e-08 0 0 0 2.30625939325037e-08 1.98761742172907e-08 0 2.37176079141673e-08 0 3.34133800973636e-08 0 0
k127_32029168_1 948 4.61976802897389e-08 0 0 3.03442101547749e-08 2.96593971187735e-08 6.13431662884622e-08 1.18540793650765e-07 4.97761776838313e-08 4.38056653647988e-08 0 3.5798241540258e-08 0 0 0 0 1.539929988623e-07 2.37176079141673e-08 0 0 0 0
k127_12251541_2 486 0 0 2.12601358760796e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.07888134019025e-08
k127_34981161_1 531 6.92965204346084e-08 0 2.12601358760796e-08 1.51721050773874e-07 0 2.24924943057695e-07 5.92703968253827e-08 4.97761776838313e-08 1.31416996094396e-07 1.81872401839069e-07 3.5798241540258e-08 1.35661470475106e-07 2.29144152776273e-08 1.38375563595022e-07 7.95046968691627e-08 8.79959993498856e-08 2.37176079141673e-08 1.95419190481084e-08 0 1.27991530032509e-07 6.1577626803805e-08
k127_3317384_9 786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_12251737_2 342 0 3.39884123985378e-08 0 6.06884203095498e-08 2.96593971187735e-08 0 0 0 4.38056653647988e-08 2.02080446487855e-08 0 0 0 0 0 1.539929988623e-07 0 0 6.68267601947272e-08 0 0
k127_20126857_2 564 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_30039413_3 516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_5297456_1 1317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6317852_2 333 2.30988401448695e-07 2.37918886789765e-07 6.37804076282388e-08 3.03442101547749e-08 2.96593971187735e-08 6.13431662884622e-08 0 0 0 0 0 0 2.29144152776273e-08 0 1.98761742172907e-08 2.19989998374714e-08 1.18588039570837e-07 0 0 0 0
k127_25080737_7 405 0 0 0 3.03442101547749e-08 0 8.17908883846163e-08 0 0 0 6.06241339463565e-08 0 2.71322940950211e-08 1.37486491665764e-07 0 1.59009393738325e-07 2.19989998374714e-08 1.18588039570837e-07 1.56335352384867e-07 1.837735905355e-07 0 0
k127_13224629_2 426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_29056356_2 675 3.81130862390346e-06 1.42751332073859e-05 0.000107597547668839 4.94610625522831e-05 2.10285125572104e-05 3.25527735770773e-05 3.23023662698336e-06 5.47537954522145e-06 1.10609305046117e-05 4.98936622378514e-05 5.72771864644128e-07 7.74898319353803e-05 0.00012834363996999 2.58301052044041e-06 0.000102123783128439 6.17511925437822e-05 0.000254442497703187 0.000199542535400235 0.000196136541171524 4.76128491720932e-06 1.75496236390844e-06
k127_10270420_5 1956 4.61976802897389e-08 1.01965237195613e-07 3.40162174017274e-07 6.06884203095498e-08 2.96593971187735e-08 0 1.48175992063457e-07 2.98657066102988e-07 2.62833992188793e-07 7.67905696653849e-07 0 1.35661470475106e-08 0 1.38375563595022e-07 1.78885567955616e-07 0 4.03199334540844e-07 2.5404494762541e-07 5.01200701460454e-08 0 3.07888134019025e-08
k127_30040385_3 1026 0 0 0 0 0 4.08954441923081e-08 0 0 0 0 0 0 0 0 3.97523484345813e-08 0 0 0 0 0 0
k127_16199165_3 1050 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_22127620_1 537 6.92965204346084e-08 3.39884123985378e-08 0 2.42753681238199e-07 2.66934574068961e-07 0 0 0 4.38056653647988e-08 6.06241339463565e-08 0 1.08529176380084e-07 2.29144152776273e-08 4.61251878650074e-08 1.98761742172907e-08 6.59969995124142e-08 0 0 8.3533450243409e-08 1.27991530032509e-07 0
k127_8287429_3 879 3.00284921883303e-07 2.03930474391227e-07 1.91341222884716e-07 6.67572623405048e-07 5.04209751019149e-07 9.61042938519241e-07 3.85257579364988e-07 1.99104710735325e-07 2.19028326823994e-07 2.02080446487855e-07 7.1596483080516e-08 1.35661470475106e-07 6.87432458328818e-08 3.22876315055051e-07 4.57152006997685e-07 3.95981997074485e-07 5.21787374111681e-07 0 1.16946830340773e-07 6.91154262175546e-07 0
k127_12253785_9 6462 3.00284921883303e-07 2.03930474391227e-07 1.48820951132557e-07 9.10326304643247e-08 1.77956382712641e-07 1.84029498865387e-07 0 2.73768977261072e-07 4.38056653647988e-08 1.01040223243927e-07 0 1.76359911617637e-07 2.97887398609155e-07 9.22503757300147e-08 1.19257045303744e-07 1.31993999024828e-07 2.84611294970008e-07 5.86257571443253e-08 3.34133800973636e-08 1.02393224026007e-07 6.1577626803805e-08
k127_21118762_1 783 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_20129471_2 354 0 0 8.50405435043184e-08 0 0 0 0 0 0 0 0 0 0 0 7.95046968691627e-08 0 0 0 0 0 0
k127_20129471_4 357 0 0 0 0 0 0 0 0 0 0 0 0 2.29144152776273e-08 6.9187781797511e-08 0 0 0 0 0 0 0
k127_20129471_6 267 0 0 0 0 0 0 0 4.97761776838313e-08 0 0 0 0 0 0 3.97523484345813e-08 0 0 0 3.34133800973636e-08 0 0
k127_20129471_7 366 0 6.79768247970756e-08 0 0 0 4.08954441923081e-08 0 4.97761776838313e-08 0 2.02080446487855e-08 0 0 9.16576611105091e-08 1.15312969662518e-07 3.97523484345813e-08 0 2.37176079141673e-08 0 1.67066900486818e-08 2.55983060065017e-08 0
k127_20129471_8 627 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30625939325037e-08 0 0 0 0 0 0 3.07888134019025e-08
k127_31010748_2 741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_27071864_3 294 1.54762228970625e-06 5.09826185978067e-06 4.21163291705137e-05 1.50507282367683e-05 6.52506736613016e-06 1.19005742599617e-05 1.95592309523763e-06 2.46392079534965e-06 4.09582971160869e-06 1.83489045410972e-05 1.7899120770129e-07 2.99540526809033e-05 3.64339202914274e-05 7.84128193705125e-07 3.53000854099082e-05 2.04150718491734e-05 6.51048337243893e-05 6.29640631730054e-05 5.69029863058102e-05 3.17418994480621e-06 6.1577626803805e-07
k127_5299530_3 660 0 0 6.37804076282388e-08 0 0 1.22686332576924e-07 0 4.97761776838313e-08 0 1.01040223243927e-07 0 2.57756793902701e-07 3.43716229164409e-07 0 1.78885567955616e-07 6.59969995124142e-08 7.11528237425019e-07 3.32212623817843e-07 4.00960561168363e-07 0 0
k127_20129951_1 234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_12254700_1 543 0 0 0 6.06884203095498e-08 0 6.13431662884622e-08 0 4.97761776838313e-08 0 0 0 0 0 0 0 0 0 1.19205706193461e-06 0 0 0
